type,K,T,r,price,sigma_080_1m,sigma_080_3m,sigma_080_6m,sigma_080_9m,sigma_080_12m,sigma_090_1m,sigma_090_3m,sigma_090_6m,sigma_090_9m,sigma_090_12m,sigma_100_1m,sigma_100_3m,sigma_100_6m,sigma_100_9m,sigma_100_12m,sigma_110_1m,sigma_110_3m,sigma_110_6m,sigma_110_9m,sigma_110_12m,sigma_120_1m,sigma_120_3m,sigma_120_6m,sigma_120_9m,sigma_120_12m,barrier
barrier,120,0.5,0.02,1.4165399979355437,0.580163529593761,0.3310770101811035,0.22998139004199272,0.18440157614532043,0.15676294554147951,0.6289221017450816,0.357176973761721,0.24623065302500463,0.19583520430952434,0.16504651539888626,0.6768732050172693,0.38162070989852426,0.2599526887373611,0.20399230526411632,0.16933421104452917,0.7195148253968582,0.4011141949703243,0.2678119031328489,0.20496053851909088,0.16472778181728817,0.7799043348404103,0.42838209397070864,0.2774004165133118,0.20218814330155868,0.14795054273955602,152.84409665732232
barrier,110,0.75,0.02,3.155658916719236,0.4483681161956511,0.25563312707069547,0.17732479573587767,0.14197380847287458,0.12051218309853841,0.5720517392519581,0.3245831544728078,0.22343916848060394,0.17743524193670135,0.14929355216692652,0.697289151653397,0.39338908804325473,0.2682597880645744,0.21076978352807957,0.1752062036692623,0.814856791757687,0.4567983394228479,0.30804277455027546,0.23874959078590482,0.19512002848371007,0.9251013765784726,0.5151153685530782,0.3429639818262873,0.26121695972881354,0.2081629380488192,141.86698635795526
barrier,110,0.5,0.02,2.89174574931715,0.5066491939700963,0.2889815515601022,0.20058642572913704,0.16070434817738397,0.13650495102782284,0.5533857624011869,0.31389096127434074,0.2159681846189521,0.17140872611395655,0.14413836376906186,0.6048578887612248,0.3401062592143076,0.23064230398495403,0.18006975776344453,0.14859457729728198,0.6658930548577618,0.36965878130407387,0.2448848828181764,0.18545243780775766,0.14681808229851612,0.7418027092515795,0.4052357136770559,0.2591917774529966,0.1844299752790531,0.12495727491497717,147.00503592486163
barrier,80,1.0,0.02,22.527217849036738,0.448491355575279,0.25570362107626626,0.17737394412799037,0.1420133585066169,0.12054593322349964,0.5977997778014924,0.3393370407723192,0.23375279993026052,0.18575890944028794,0.15641726905113087,0.7251146100917596,0.40942807476522003,0.2795804096574237,0.22000435921457273,0.1832048682831223,0.8314967957888982,0.46649317553099046,0.3150138687066521,0.24456546984872726,0.20030037427994002,0.9144830239819339,0.5088273005208628,0.33830089121695794,0.25715725513021925,0.20431087777788834,137.1889113895242
barrier,115,0.75,0.02,1.2669788642464834,0.44819880322684014,0.2555362785414919,0.17725727314898002,0.1419194729288518,0.12046581585994462,0.5103109931463864,0.28922785741889306,0.1987486103375837,0.15752955240220873,0.13227559507761338,0.6048916251417181,0.3401257081860398,0.23065603803419227,0.18008097113148552,0.14860430440805014,0.7128369657511565,0.39720327824770735,0.2649709694026665,0.20255618803630032,0.16253873425480983,0.8175223353415169,0.45104061171195503,0.29485270188646684,0.21844554626804352,0.16587654142854966,143.3423824940927
barrier,110,0.75,0.02,2.1568856389386744,0.39773962360567494,0.22668315292087743,0.15715249740164003,0.1257481128531004,0.1066734101686716,0.4738016967476881,0.26833850077488985,0.1841796505583216,0.1457999885410294,0.12226229263056058,0.5798569964264939,0.3256929730767408,0.2204634896015715,0.17175791992331832,0.14138265292691982,0.6999668580086369,0.38966112569650385,0.259485437251945,0.19790316611272366,0.1582900391027233,0.8250229051703307,0.45553941958072414,0.2982836113792172,0.22157964677506517,0.16915736246697222,146.57666731069384
barrier,115,1.0,0.02,2.350807326895038,0.5419896162260737,0.3092139875265604,0.21471032242337307,0.17208703869583653,0.1462325964299073,0.6458991545013373,0.3669111998786214,0.25304219728252214,0.20133815353773338,0.16976139970866996,0.7306151871637482,0.41259862524333796,0.28181811340786694,0.22182952894451152,0.18478549670949643,0.8203322698922463,0.4599891310734251,0.3103380206357706,0.24066549877248195,0.19682765112821682,0.9229594246453731,0.5138474505118266,0.3420245252390513,0.2604001577986727,0.20738971494348402,152.31840106555416
barrier,115,1.0,0.02,1.6484705061615672,0.48636205546558353,0.2773706723260736,0.19248467072151745,0.15417841088877415,0.130930985130062,0.561400467177184,0.31848131322954054,0.21917540620456338,0.17399553519737432,0.1463506218068356,0.65716799510262,0.37026173049495725,0.2519339140636756,0.19744906066440995,0.16366373810320603,0.7582950916654635,0.4237949419654992,0.28424343560983295,0.21881493624625742,0.17726208857221865,0.8442067003757416,0.46702107801889514,0.306996252647474,0.229465980043606,0.17724078084725098,142.49331158219505
barrier,100,0.75,0.02,7.5342554571382845,0.48648845191375206,0.27744300410799877,0.19253513335938907,0.15421905063094676,0.13096569125023003,0.5873876941491291,0.33337024761543255,0.2295810709367282,0.18239153923980994,0.15353508079318573,0.6572728510714291,0.37032217503757475,0.25197658619449725,0.19748388348986595,0.16369392003441594,0.7155830031803886,0.3988116836212419,0.26613965008136226,0.20354535228983855,0.1634401254559503,0.73907146111349,0.40356736833185536,0.2578607405484188,0.18308656424297598,0.12292064835053383,137.99493668892453
barrier,80,0.75,0.02,22.19750493226151,0.4712080541907439,0.26869939887001343,0.18643599619125878,0.1493078104991955,0.12677212306335875,0.5830681831868716,0.33089510344236883,0.2278508183242259,0.18099511864663353,0.15233977697381224,0.6785850101660982,0.3826074584573455,0.26064924393865513,0.20456064000402105,0.16982667043419047,0.7671768569492926,0.428983215288883,0.28799263797439106,0.2219645909372979,0.18009588506524352,0.8487069108419061,0.4697095411064025,0.30902808336827375,0.2312917491615107,0.1790817904678486,139.96654123737787
barrier,120,0.75,0.02,1.6839934233136922,0.6262494437266305,0.3574817164175353,0.2484365255787503,0.1992929237565201,0.16950508096372469,0.6474218431647798,0.36778436205247944,0.2536532886790642,0.201831928592021,0.1701845355084106,0.6820196946167028,0.38458733265626716,0.2620468412970683,0.20570094835601338,0.17081471091006825,0.712143091599927,0.39679681860061905,0.26467556474717524,0.20230594808933652,0.16231069319776428,0.7210814824613534,0.39254308509823194,0.24898651501866043,0.17391842315753087,0.10629257037545942,162.16720171398367
barrier,115,0.75,0.02,1.9655007799150113,0.5351353030639743,0.30528952495899486,0.21196988434039432,0.1698780089831047,0.14434430572945434,0.5970213666003641,0.338890939805363,0.23344087458547,0.18550710160130146,0.1562016885462624,0.6791255066968639,0.38291902044057663,0.26086917749317373,0.20474008710701586,0.16998215833725128,0.7772591287984643,0.43486975166237035,0.2922426288455205,0.22553042196659384,0.18329806417877786,0.8819708892179485,0.48953058260557447,0.32392297295308725,0.24454443091826722,0.19217964372165575,152.85261777330368
barrier,120,0.5,0.02,1.1166524440953924,0.5315172919782775,0.3032178029001654,0.21052356081222415,0.1687122429750592,0.14334791427062385,0.5888092126184937,0.33418482934327765,0.23015053950390033,0.1828511638428447,0.15392802303462808,0.6429757178242642,0.3620804677332568,0.24615798611756384,0.19273529437259015,0.15957776851031366,0.6944725781451476,0.386439319827011,0.25713893810176913,0.19590914356149905,0.15646340579352927,0.7472438804581739,0.40855543569707625,0.2618326882495008,0.1870733595792214,0.12879053724822886,152.63902514398706
barrier,105,0.75,0.02,4.158972457558255,0.3811794637554176,0.2172180562098026,0.15056200426730068,0.12045070003567356,0.10215877547508148,0.49001394750592475,0.27761284834738026,0.19064611637368808,0.1510044254711801,0.1267035965318005,0.5770782124359177,0.32409093417493207,0.21933201525976861,0.17083382305699427,0.1405806120967661,0.6704094101109992,0.37231314688985173,0.24682717007871385,0.1871150763541861,0.1483599540474832,0.7744586169418982,0.4250871993497229,0.27483497131841467,0.19974474625491453,0.14507346876037808,143.41497537076248
barrier,85,0.75,0.02,17.684234968640293,0.47032729448149907,0.2681954669978019,0.18608453170234654,0.14902483944203823,0.1265305398949064,0.5778795098830891,0.32792210184993004,0.22577274792755667,0.17931816092339314,0.15090464110537075,0.6495184344985223,0.3658520943999276,0.2488207815403097,0.1949084883650451,0.1614616322321821,0.7222637944059075,0.40272367470832965,0.2689803317011891,0.20594872749519838,0.165626036979959,0.7921600241644804,0.43578286715959974,0.2831353496762098,0.20759594448271235,0.15411891393963525,138.14208128227975
barrier,115,1.0,0.02,2.7196598860166135,0.6431062985800212,0.36714252477400217,0.25519167824575645,0.20474590314963242,0.17417312270256732,0.6715967619765469,0.3816489731621066,0.2633585828846172,0.2096757448087871,0.17690775981569534,0.7031344402590467,0.39675843783730064,0.27063803423338995,0.21270993231513052,0.17688688951711803,0.7227786835271724,0.4030251036758638,0.2691991145843681,0.20613370541534487,0.16579412011219244,0.7285722210611631,0.39714113368117626,0.2527049823445058,0.17780875153693207,0.11411109670526987,159.3497996754639
barrier,105,0.75,0.02,4.776985620278318,0.5085982126767075,0.29009716752492987,0.2013649444483383,0.16133165181992087,0.13704095776107336,0.5659654837427256,0.3210963883113224,0.2210026044401137,0.1754694895161959,0.14761186972299634,0.6192007427284457,0.3483747961930654,0.23648096624944784,0.18483645594842962,0.15272894699487954,0.6661175118597953,0.3697907240675723,0.24498146698368659,0.1855351662919347,0.146894883184863,0.7087712340718464,0.3849603946176487,0.2427945804774174,0.16725023200017694,0.08407528533761635,142.66680897872786
barrier,105,0.75,0.02,6.453085277667877,0.5594948864243848,0.3192386118497593,0.22171126500430813,0.17773157902740133,0.15105859366689783,0.682168466131841,0.38771304002679846,0.2676046034122317,0.21310843264733473,0.17985085182680544,0.7857396002216442,0.44437151105856576,0.30424055821177176,0.24011514125579791,0.2006168562112867,0.8540369259915855,0.4796166747301929,0.32443818263702945,0.25241424519112815,0.20727381955280139,0.8971154388112221,0.49852778769977063,0.33064026300466387,0.2504564745846689,0.19789943565016713,145.5723645727722
barrier,120,0.75,0.02,1.1760983830286442,0.5466446733994956,0.31187961752949045,0.2165717513473701,0.17358767013269083,0.14751545801862445,0.5952520359700393,0.3378769692438472,0.23273189822990856,0.18493478169609584,0.15571171827552177,0.6372217327807922,0.3587634854888989,0.24381610437378343,0.19082390307458066,0.15792070011619283,0.6754407480379591,0.3752689949837899,0.24898824648156376,0.18896256127437003,0.15006934247408485,0.7202169556417393,0.39201166839827867,0.24855505151683682,0.1734619701560906,0.10525484433293225,164.39473414867533
barrier,115,0.75,0.02,2.2222086033351927,0.533393821147002,0.3042922438757828,0.2112736981025531,0.16931685242548666,0.143864674550646,0.6262452120501583,0.3556422832892131,0.24515692939169303,0.19496791855404194,0.1643035713098096,0.6894488060553982,0.38886970737785886,0.26506971269078683,0.20816722875073831,0.172951523262636,0.7226967358435994,0.4029771300989775,0.26916429538157655,0.20610426742883886,0.16576737252340573,0.7069527664665108,0.3838373913403541,0.2418706434434737,0.16623164732048676,0.07559751461472458,143.28919211423647
barrier,110,0.75,0.02,2.8206989897957406,0.4734939482985531,0.27000731129331923,0.18734822064542006,0.15004228139387266,0.1273991882605961,0.5445264827073164,0.3088169035430142,0.21242413634993867,0.16855080706311398,0.14169458540670618,0.62820688842585,0.3535666690595186,0.2401468742510406,0.18782895423345303,0.1553239508941106,0.7290048355156064,0.40666929386680256,0.27184304914725266,0.2083677540709457,0.16782215211054857,0.8388375691702246,0.4638111740174839,0.30456633657813265,0.2272764757234435,0.1750185212895727,145.15752681857748
barrier,120,0.75,0.02,2.153334776739049,0.6908394259744762,0.3945059685891882,0.27433243950949016,0.2202037334770838,0.18741205005803277,0.709830209435518,0.40358315769149394,0.27871976394948467,0.2220967485500647,0.1875598186661869,0.7296861575634546,0.41206313090785757,0.2814401763745747,0.2215212711308951,0.18451854606206125,0.7446969744552738,0.4158475227788833,0.27849390840300814,0.21397701089355706,0.1728986822386315,0.7631904599994672,0.41825601198154233,0.269490039040983,0.19459812698837012,0.13878121928003423,167.8115372735164
barrier,120,0.75,0.02,1.1133458918328238,0.5632004550872413,0.32136065098810523,0.22319372517653352,0.1789270311086026,0.15208103982365775,0.5360084524172338,0.30393914211256673,0.2090177684691959,0.16580496569616796,0.13934680157280366,0.5621089438347908,0.31546062878516795,0.21323631556257888,0.16585476836436275,0.136258329696386,0.6519279374311826,0.3614444634627967,0.23886383389923535,0.18028414607120813,0.14200239032265888,0.7604419798328905,0.4165868809154067,0.2681783882107941,0.1933227335149682,0.1371635560790606,167.0521242828764
barrier,105,1.0,0.02,6.071065671452593,0.576199418737346,0.3288063794951008,0.2283950992469159,0.18312200121389735,0.15566840940428978,0.6728747470712018,0.3823820085595788,0.2638718134812916,0.2100906250981044,0.1772634473679336,0.7378264713079976,0.41675520409040373,0.28475167167612797,0.22422217702270467,0.18685744477368102,0.7727360534804782,0.4322292968019803,0.29033674550364136,0.22393192265814113,0.18186335034627701,0.7873067675409703,0.4328544792297197,0.280870477802367,0.20546887237956318,0.1517225012395534,144.26522526712898
barrier,115,0.75,0.02,1.761711433075662,0.5243552092779323,0.2991173301807837,0.20766088885722797,0.16640519734965542,0.14137594131775957,0.5590023323909978,0.3171076023591208,0.21821565008499552,0.17322138627671377,0.14568852960006734,0.6171670122583375,0.34720237892545514,0.23565311498592983,0.18416063959880144,0.1521428449912975,0.6861674122205342,0.38156678246684084,0.25358659992679883,0.19288557001600226,0.1536864378940612,0.7521047564156281,0.4115168438365968,0.2641792225746695,0.18940048914556562,0.13200666137379158,150.96704251171698
barrier,110,0.5,0.02,2.9245102771112697,0.4969639288510276,0.28343807828194006,0.19671782467687174,0.15758804000686688,0.13384307549347932,0.5528688219524285,0.3135948723211048,0.21576135546145378,0.17124192298014004,0.1439957157239111,0.6262556697467315,0.3524418344528093,0.23935265895940747,0.18718065504480735,0.15476179831898107,0.6914326846644442,0.3846562000937713,0.2558394720704911,0.19480378432789294,0.15544923641342986,0.7538791071277974,0.4125969294679975,0.26503298335635433,0.190242266356231,0.1331391329280571,147.59567490546604
barrier,95,0.5,0.02,9.269841714547937,0.2941020654535797,0.16748639181177635,0.11597378390860712,0.09268311091916377,0.07852291631084,0.3880213110378684,0.21932329526947322,0.15006557103601606,0.11839503142690555,0.09892121609142572,0.5112472940989651,0.286135075778809,0.19251811326485313,0.1489234190867647,0.12154751833843042,0.6272487932465923,0.3469008587022242,0.2281605210612077,0.17103629930865846,0.1332820979699069,0.7227448933547778,0.3935651294413487,0.24981530789208417,0.17479219545559033,0.10819484778867985,133.86301494425842
barrier,115,0.75,0.02,2.324937284254186,0.5781870016011159,0.32994484286827025,0.22919051310606844,0.1837635344214593,0.15621717058610252,0.6316111186047332,0.358718665109024,0.24730932431119834,0.19670653140387262,0.16579296032087684,0.6937780338022985,0.39136519302350603,0.26683120209904526,0.2096043200393603,0.1741965486933291,0.7481675418479695,0.41787643610298675,0.27996249161566045,0.21521368675631583,0.17401535151304892,0.8148362062678254,0.44942803964144534,0.2936204168739125,0.2173155320162026,0.16468258497700428,156.18085505863175
barrier,120,0.75,0.02,2.5321700652361807,0.7192622266156938,0.410804130141482,0.28573818308501053,0.22941940526782043,0.19530843184249852,0.7722474000672276,0.4394064386390279,0.3038248957958052,0.24241087887843304,0.20499290997385153,0.8202466683434217,0.4642600088737631,0.3182742827601295,0.2515571573500985,0.21051967992070114,0.8797560140820686,0.49457971359975605,0.3351681661503657,0.26133303887984377,0.2151775103832179,0.9422438729644348,0.5252537353610163,0.35046214140047593,0.26771765225488714,0.214287237432561,167.44778815142143
barrier,120,1.0,0.02,1.03361927860892,0.516867222988143,0.2948306060183245,0.2046685664771232,0.1639936366055351,0.13931547039852996,0.5940537710874002,0.3371902802605944,0.23225177413794035,0.18454721436197344,0.15537992513557877,0.7067176972776731,0.3988238925693204,0.27209590411761253,0.21389920951627192,0.17791706709060415,0.8417891614660591,0.47248690055854004,0.31931977356074853,0.2481533903056834,0.20349052182832805,0.9696145391148379,0.5414103823887922,0.3623649479293562,0.27797623012480915,0.22385704744830642,152.19994903822345
barrier,120,0.75,0.02,1.1295239118301317,0.5257526547996333,0.29991737838134136,0.20821940130582656,0.16685526589296443,0.14176058360556615,0.6027064616577172,0.3421491301043463,0.2357192863258351,0.18734641449878675,0.1577764494856044,0.6750207819496167,0.3805529014713036,0.2591989070648456,0.2033772698273173,0.16880127386180716,0.7380391807447516,0.41195422767388584,0.27567428539562683,0.211600746054424,0.17075037738869037,0.7976306894593398,0.4390803668606188,0.28567942796268797,0.2099727422500838,0.15675666757336035,152.96119438671235
barrier,120,0.75,0.02,1.468090594885235,0.5757909066538315,0.32857239385945053,0.22823162229469682,0.18299015697048474,0.15555562994990654,0.6502906719834562,0.36942948648420154,0.2548046871660865,0.20276231949058068,0.17098185703427216,0.7087510519518626,0.39999595146084255,0.27292317558105034,0.21457405481923003,0.1785016149370685,0.7668956155964334,0.42881897223840665,0.2878740000373501,0.221864983485818,0.18000634548085528,0.81656607355044,0.4504666238018448,0.29441423083353874,0.2180437353778114,0.16545269283722935,153.61243881280296
barrier,110,0.5,0.02,2.206127522795173,0.36792511496144925,0.20964419890073122,0.14528992242904848,0.11621470784744473,0.09854956461833532,0.47749580108238265,0.2704514945505267,0.18565260865264416,0.1469852602644158,0.12327364787837111,0.5694111768981547,0.3196706519002996,0.21620998854059773,0.16828383159923643,0.13836716955511685,0.6421959036716715,0.35571368680299903,0.23465324800111348,0.1766560573378885,0.13859848125277396,0.7058372535598305,0.38314811461849757,0.24130261418368223,0.165602063001969,0.05626341661792683,131.8703831976111
barrier,110,0.75,0.02,1.7791200763091994,0.35979032684607787,0.20499635274749511,0.1420554394277999,0.11361618474862319,0.09633652411160137,0.43358728682867564,0.24534736938112792,0.16816437048195806,0.13292269150357516,0.11128406149066458,0.549390198139641,0.3081276267519723,0.20805641279878354,0.16162293353926865,0.1325834727001163,0.6694503529648885,0.37174957221696747,0.24641491470617102,0.18676235380375122,0.14803313599918122,0.7975440014225894,0.439028142955951,0.28563918905397356,0.2099352534222784,0.15671536106620343,153.03354007729885
