type,K,T,r,price,sigma_080_1m,sigma_080_3m,sigma_080_6m,sigma_080_9m,sigma_080_12m,sigma_090_1m,sigma_090_3m,sigma_090_6m,sigma_090_9m,sigma_090_12m,sigma_100_1m,sigma_100_3m,sigma_100_6m,sigma_100_9m,sigma_100_12m,sigma_110_1m,sigma_110_3m,sigma_110_6m,sigma_110_9m,sigma_110_12m,sigma_120_1m,sigma_120_3m,sigma_120_6m,sigma_120_9m,sigma_120_12m,barrier
barrier,120,1.0,0.02,1.953854869846087,0.6585383632410836,0.37598798402600375,0.2613778027680323,0.20974084703056486,0.17845014920693375,0.7056610154500804,0.4011909094282373,0.27704402554092183,0.2207413817105299,0.18639719440496588,0.7467030183253585,0.4218715953262211,0.2883625351612173,0.227167106038534,0.1894074579479978,0.7764373060775553,0.4343900336178842,0.2918964254801283,0.22524012315811578,0.18303760044012193,0.7918659948385078,0.43560553812783936,0.2829983570279857,0.20746759014038638,0.1539752945720585,164.96441117787512
barrier,105,0.75,0.02,5.029851687387031,0.5315194812595745,0.3032190563664474,0.21052443594927175,0.16871294832002057,0.14334851711408172,0.5906935993638925,0.33526467451478886,0.23090547777128487,0.18346050462174499,0.1544496354613717,0.6366627387450254,0.35844124241525294,0.24358858831472094,0.19063820420426159,0.15775970191183478,0.6802101317558678,0.37806983011512485,0.251034284648156,0.19070942556517373,0.15168204338874014,0.7281150860830817,0.3968608542332587,0.2524790510987592,0.17757451192844864,0.11368082226099765,145.2175205158257
barrier,110,1.0,0.02,3.6845452342743,0.5405344157880392,0.30838070797479233,0.21412847369424542,0.17161799343994996,0.14583163861466755,0.630167378725473,0.35789092119088717,0.24673017265221914,0.19623869978635639,0.1653921754237512,0.72084146646653,0.4069650076074435,0.27784200286562544,0.2185863955013754,0.1819768281680851,0.810461040183204,0.4542362723431282,0.3061991347129281,0.23720989413936514,0.19374673881523102,0.9134342913199248,0.5082058954408329,0.3378395187971916,0.256754827054586,0.20392777465242265,153.96960558270106
barrier,115,1.0,0.02,2.1908782763496553,0.5657385159869006,0.3228146945023641,0.22420916513589548,0.1797459223770416,0.15278116385134222,0.6186980049895063,0.3513156489283403,0.24213013020581825,0.19252330815530547,0.16220954937203774,0.6936360493046438,0.3912833494726276,0.26677343162890943,0.2095571893530564,0.1741557179650282,0.7820936962278221,0.4376914453395555,0.2942784822269087,0.22723692659746716,0.18482839186337938,0.8645311680372745,0.4791495573948349,0.3161398843796754,0.23764643321809908,0.1854158655193663,158.17874438204774
barrier,110,0.75,0.02,3.27655975946787,0.4941491951647957,0.28182714670058584,0.19559379127904758,0.1566826368358467,0.13306973418414322,0.5874684189549936,0.3334165054594825,0.22961340903141614,0.1824176393123392,0.15355692245857705,0.6789532907605879,0.3828197488948244,0.2607991011402846,0.20468291083369308,0.16993261616872285,0.7564878234947163,0.42273900679991067,0.2834799852218074,0.21817309135512364,0.17668396082123602,0.815665457888963,0.44992594855277507,0.29400105071634336,0.21766482845943796,0.1650523004937833,141.95956189657082
barrier,120,0.75,0.02,2.184947333984879,0.6813864679358569,0.3890860817617609,0.27054047263247893,0.21714073307494422,0.18478797351566006,0.7231361654961543,0.41121803579653843,0.28406890839759713,0.22642371983145346,0.19127197033168883,0.7278182646879928,0.4109864724428588,0.2806802971512527,0.22090148352736355,0.18398180397918307,0.7337240752244316,0.40943057482194156,0.27384510881417456,0.21005781055886877,0.16935352588185384,0.7274281806161333,0.39643961951178874,0.2521393224599116,0.17722178973822453,0.11302481181237464,160.4212677957229
barrier,110,1.0,0.02,4.439052614757364,0.6076535846692794,0.3468260893272167,0.24098759090826413,0.1932810932087109,0.16436005637921575,0.701641398283398,0.39888456378815346,0.27542855680016454,0.21943483070118455,0.18527651944874649,0.7730852957676143,0.437077914555448,0.2990937207042658,0.23591834099573175,0.19698398434474285,0.8388816832810108,0.4707939529271746,0.31810384655824586,0.24714053954903598,0.20259030610610623,0.8927270735193987,0.49592230717353875,0.32869755801941875,0.24874996260104418,0.19625523463440483,153.19044206648923
barrier,115,0.75,0.02,2.719946565448934,0.5679893614328495,0.32410381191143844,0.2251097433123847,0.18047219989314178,0.15340221884823807,0.6956283724521647,0.3954347058028172,0.27301222336470576,0.21748068434197873,0.18360052278535324,0.8037544832206474,0.45475464898668055,0.3115672679509002,0.24608899840104265,0.20578740417522587,0.8800365802771442,0.4947428815486617,0.3352850905258831,0.2614301420023682,0.2152634256352078,0.9413886461049494,0.5247483089317606,0.3500888972470099,0.2673948055594621,0.21398429308108824,150.46490239420538
barrier,115,1.0,0.02,3.2155786548632364,0.6738893164991776,0.3847879251809415,0.2675334259661412,0.21471197713868764,0.18270766793374638,0.7283167556654513,0.41419104054536016,0.2861519788168427,0.22810893779692934,0.19271793370110588,0.7825036041826291,0.44250637947662774,0.30292441716890967,0.23904196714426681,0.1996879194554378,0.8417319923038874,0.4724536140559269,0.31929586833569606,0.24813348001324426,0.2034728272366296,0.9091251258439907,0.5056518937080319,0.33594218042688645,0.2550984043954683,0.20234837802066732,157.60949380781904
barrier,115,0.5,0.02,2.228424805617332,0.5665363318947386,0.32327161831092854,0.22452837053354224,0.1800033455803094,0.1530012835786243,0.615653181337751,0.3495702361076786,0.2409091976172411,0.1915373207342691,0.1613651307775263,0.6579387663901802,0.3707060437493875,0.25224758613830817,0.197705033761757,0.16388559623146703,0.7068912630599998,0.393719785053527,0.2624388558959727,0.2004096503077321,0.16058098602326495,0.7594013784423177,0.41595462262406385,0.26768093345458366,0.1928376537813155,0.13654123241867555,154.49366765780783
barrier,90,0.5,0.02,13.74931606877629,0.4613126461141401,0.2630380634490486,0.1824879018350436,0.1461293184880834,0.1240587655307215,0.5550290603099441,0.3148322091783559,0.2166256993056541,0.17193901045740068,0.1445918697237504,0.6330360373050772,0.3563505527935611,0.24211246545997672,0.18943336752727907,0.15671509211939466,0.7039366034297696,0.39198818147223774,0.2611791519070013,0.19934099625764537,0.15960491145252045,0.767556753892544,0.4209052495713165,0.2715672185894115,0.1966075293683954,0.1412796124421745,139.72574032983567
barrier,115,1.0,0.02,3.4639479642121893,0.6975065651604423,0.3983286891589227,0.2770074020574783,0.22236496943097245,0.1892633873276001,0.7475148671989129,0.4252093816223809,0.29387332774037406,0.23435668533364112,0.1980789503591711,0.7763956077345976,0.43898589681550104,0.3004401353148999,0.237016251004611,0.1979344016892307,0.7813096439941979,0.4372338751675467,0.2939484037016768,0.22696031538225467,0.1845804285488426,0.7479268821675255,0.4089717803841045,0.2621630875338639,0.1874021229668932,0.1292532984910599,160.97121326222285
barrier,120,0.5,0.02,1.7002120429414334,0.6195403115596052,0.35363694471901713,0.24574856294809738,0.19712330900598501,0.16764819839594913,0.6676451738612345,0.3793824534971182,0.26177175561847704,0.20839305519851806,0.1758081256475995,0.7177887585845122,0.40520540016285683,0.27660007474830506,0.21757337060523743,0.18109945663354404,0.7678731876459622,0.4293898581609236,0.2882863554118384,0.2222111775633571,0.18031752621422573,0.8077390247212523,0.4451636142406757,0.29035496117600174,0.21430932656918286,0.1614747297813793,166.81456976375136
barrier,115,0.5,0.02,2.7688717404289456,0.6368570594143177,0.3635608835316634,0.25268693401966447,0.20272395897905035,0.17244219822263662,0.6676015417307094,0.37935742783784077,0.2617542352876663,0.20837889334420098,0.17579598527537565,0.687244350829429,0.3875989938114161,0.26417274217292475,0.20743542831316783,0.17231750306516253,0.7085543058049676,0.39469427376895033,0.26314754768377513,0.2010105701146153,0.1611294304551373,0.7370936866224661,0.4023584247214791,0.25689427156399036,0.18210641763693014,0.12139059307836157,155.09614187366068
barrier,120,1.0,0.02,1.8705446667576309,0.6364593466509756,0.3633329476772225,0.25252758971818895,0.20259529383346753,0.17233204903600235,0.6963060316703847,0.3958234902887894,0.2732845237449246,0.21770089278645716,0.18378937830650238,0.7497733206688011,0.4236412890577691,0.2896114625227492,0.22818566511654223,0.19028938041220736,0.8042135636559902,0.45059417470390056,0.3035772753109527,0.23501907843963019,0.1917910340693613,0.845869237803078,0.46801449726850064,0.30774738801800694,0.23014150053538737,0.1779231516327451,164.80930901716607
barrier,110,0.75,0.02,4.3217968392674315,0.6096942796885854,0.3479951218600675,0.2418047231590881,0.1939405078406318,0.1649242789860981,0.6888457070539867,0.3915435109381991,0.27028701845046527,0.21527742061405547,0.18171065618195553,0.7601311453997344,0.4296114017391758,0.29382466717338823,0.2316216049012455,0.19326422488114137,0.813440815836222,0.45597308375930073,0.30744899304814416,0.23825377483553678,0.19467791065597748,0.8517939523229091,0.47155275611014297,0.31041933597712534,0.23253923596183845,0.1803342242018822,153.2578070450137
barrier,115,1.0,0.02,2.903251120495142,0.6265010685594116,0.357625915987726,0.24853734252133725,0.19937429412217314,0.16957473504505563,0.6981992990776827,0.3969097024175121,0.2740453086095373,0.2183161469196806,0.18431704558102605,0.7580043224103351,0.42838553433734217,0.2929595637051325,0.23091611411123955,0.19265343094231935,0.8036165097350069,0.4502460625513707,0.30332661245924086,0.23480955023379108,0.19160389534483024,0.8304780823878757,0.45880775711256033,0.30077000139772275,0.2238404150038743,0.1714981649257508,159.45204252157322
barrier,120,1.0,0.02,3.0904814692703675,0.7901377233421544,0.451459653430284,0.31420492315690485,0.2524316631739959,0.21503729531426333,0.8162598193257347,0.46467684018187205,0.32154514821388896,0.256758417771677,0.21731390293487587,0.8279298451868706,0.46868820211125994,0.32139873628402615,0.2541043588312535,0.21272391146527003,0.8096151588631068,0.4537432001321957,0.3058442558642889,0.23691344184218996,0.19348220694335888,0.7607571433912993,0.41677833720733093,0.2683289577958816,0.19346940653372482,0.13735093854031097,167.60953945065387
barrier,120,1.0,0.02,1.4247714522934425,0.5694846775469564,0.3249602378899421,0.2257080474915748,0.1809547225366686,0.15381486583850615,0.6633762176379072,0.37693400199039645,0.26005766410802444,0.20700758637117997,0.17462046361137198,0.7580491372464718,0.42841136493294435,0.2929777926003038,0.23093097983533228,0.1926663013787614,0.8434869069506529,0.4734753768481068,0.3200296240920153,0.24874456967826453,0.20401585308533463,0.9382079710123136,0.5228682441415021,0.3487000157062488,0.26619279306879373,0.2128548500054653,151.27707346946124
barrier,120,1.0,0.02,1.7518987674180904,0.5974719980350727,0.3409925007525906,0.23691036607235905,0.18999124520409838,0.16154487720971114,0.719446843572616,0.4091014051454855,0.28258560476232664,0.22522378634457177,0.19024246071267256,0.8126086224862454,0.4598577973014028,0.3151681021492387,0.2490247700372391,0.20832815725795198,0.8750032721811006,0.49181548058237157,0.3331870830795419,0.25968799134654275,0.21372094419383936,0.9027506629596875,0.501871719298038,0.3331306719934456,0.2526393658484301,0.19999592773267857,144.18050474536628
barrier,115,0.75,0.02,2.1636109076759267,0.560673972097668,0.3199138316344362,0.22218296488777187,0.17811194965948832,0.15138383071038183,0.6061250870358972,0.34410850186985237,0.23708958131324176,0.18845272020718526,0.1587237119273778,0.6432644607635629,0.36224691776904694,0.24627550276774382,0.19283120619763086,0.15966091485879383,0.6820488682858524,0.3791493501538045,0.2518224539951547,0.1913817765005054,0.1523018641128205,0.7372551435859097,0.4024571446435048,0.2569732508871442,0.1821866721376554,0.12151738306986982,147.82895944420005
barrier,90,0.5,0.02,13.428676730478486,0.39376602075274264,0.22441182982660252,0.15557076099255665,0.12447655335325752,0.10558955506777604,0.5088535865534185,0.2883937137349566,0.19816654404616788,0.15706068846056107,0.13187510574772981,0.5926457405084632,0.33306590167339506,0.22567052171715704,0.17601019398093937,0.14507267099857285,0.6690809499105501,0.37153248621618934,0.24625609742528076,0.18662644578020968,0.14790716890478134,0.7304987666024821,0.398321888834972,0.2536557761024632,0.17879164766487393,0.11587307063423147,135.70889774200165
barrier,105,1.0,0.02,5.449825935974564,0.5041289274482467,0.28753898993065985,0.19957933635191097,0.159893240737501,0.135812306478721,0.6094636662061577,0.34602236676833686,0.23842812923079243,0.1895334757021461,0.15964915698051702,0.6931311734087183,0.39099232578349397,0.2665680080357233,0.20938959893832015,0.17401052881893095,0.756312280967262,0.4226364371556666,0.28340581910729074,0.21811072984683502,0.17662777800261623,0.8022544325802952,0.4418645726731829,0.2878217766905432,0.2119648663248463,0.15893829025616063,139.9807049137113
barrier,105,0.75,0.02,4.977157702561011,0.45002542715266397,0.2565811149407503,0.17798574842499212,0.14250569722849488,0.1209660789593289,0.545298919386525,0.3092592648012296,0.21273309161106518,0.1687999250325569,0.14190757963268544,0.6696862968811602,0.37747788330878973,0.2570281739635292,0.20160604756817072,0.1672664140007809,0.7943159965773054,0.44482231233611275,0.2994196549858697,0.23154198340206678,0.18868323038277243,0.9068394653775486,0.5042967450392475,0.3349347409179912,0.25421789537258493,0.2015071246598738,142.97936714946854
barrier,120,1.0,0.02,1.5623395280682562,0.5749499504403266,0.32809072106366977,0.22789509836702743,0.18271875899981074,0.1553234736248004,0.6737684954353197,0.3828946563545155,0.2642307468864078,0.21038078119593462,0.17751221019913085,0.7390896330375889,0.41748328626374825,0.28526551775697445,0.2246412660846952,0.18722034653661157,0.7918932021157603,0.44340907638794813,0.2984011635642295,0.23068961686675435,0.18792063693008873,0.8119878485053719,0.44771723248575623,0.29231156261289065,0.21611267960141892,0.16340484260140384,145.36524675523734
barrier,120,1.0,0.02,2.325645185879599,0.6788058251130025,0.38760655732084365,0.2695053092141652,0.21630465318762457,0.18407181318131588,0.7837086750584031,0.44598634035196394,0.30843809597991917,0.24614538055966492,0.20819935850246044,0.8546454506130005,0.4840854959373157,0.3322623429739354,0.2629602625872317,0.22038658171459016,0.9141891128718557,0.5145957138996378,0.34949921880260365,0.2732210064865293,0.22568229221396993,0.9540828771993696,0.5322466179438813,0.355620497049642,0.2721720153959158,0.21845551840482205,156.4741992014637
barrier,115,1.0,0.02,2.625909368582272,0.6035002697719594,0.3444463026087537,0.23932423499221425,0.19193877243829793,0.16321129299426324,0.6683221191630971,0.3797707238795391,0.26204358316225485,0.20861277734598518,0.17599648552037553,0.7285324368797498,0.41139812347044147,0.28097083094783937,0.22113845523252879,0.18418702492605207,0.7932331249186486,0.4441906822001518,0.29896447640717155,0.23116107745254844,0.18834247991189781,0.8596084405440626,0.47621507781694317,0.3139329153204312,0.23567996274253186,0.1834673039262405,156.40112775845543
barrier,90,1.0,0.02,13.316248018462645,0.39271746325326534,0.2238124901476126,0.15515340800258248,0.12414106057362002,0.10530360438322457,0.5061248293222766,0.28683197272355376,0.19707681935449048,0.1561829533113875,0.13112541776533687,0.601402970094427,0.3381144980945027,0.2292357916714321,0.1789213678576899,0.14759836631585324,0.6732340796650831,0.3739727562302437,0.2480407731898443,0.18815288480490078,0.1493206802272415,0.7099212600579713,0.38567020004286545,0.24337760588337168,0.16788975341143678,0.08759108854778522,136.48193062576618
barrier,115,1.0,0.02,2.383930143372951,0.5500758542930236,0.31384448153689515,0.2179439302816179,0.17469395500429413,0.14846107155055113,0.6496143155016931,0.3690416265661005,0.2545332248256861,0.2025429593359948,0.17079386716911524,0.7354617676893417,0.415392194232696,0.28378971786342766,0.22343760629127066,0.18617805000120677,0.8175694923363817,0.45837922580311263,0.30918007157671995,0.23969905500033376,0.19596642854264174,0.8967590837554048,0.49831625824010295,0.33048261667632556,0.25031814137042213,0.197766305464614,154.56530149175936
barrier,115,1.0,0.02,3.2747924893521274,0.6789038965912181,0.38766278275316235,0.2695446450591535,0.21633642527497873,0.18409902764686945,0.7274699797100775,0.4137050897324583,0.2858114818921304,0.2278334657563116,0.19248156379118056,0.7532614037936182,0.42565178092917555,0.29103031400598933,0.22934278423496363,0.1912912465311929,0.7659854694558195,0.4282874377737863,0.2874900342776346,0.22154258309211786,0.17971649721720429,0.7542408116087118,0.41281704182599094,0.2652068449250193,0.19041338418514694,0.1333674987914197,158.6367725505333
barrier,85,1.0,0.02,17.305951081050686,0.32842485013407263,0.18708097395326453,0.1295933596534803,0.10360991272936336,0.08781772812485644,0.33737823787849436,0.1904399376324299,0.13002201390028817,0.10234362339846076,0.08529552266140089,0.5133613236410346,0.2873540416873666,0.1933794796200345,0.14962764204090714,0.12215984027734371,0.6531594942359858,0.36216929089814215,0.23939578592853708,0.18074166489866175,0.1424302675784441,0.7621076626527646,0.417598577650053,0.2689736841399571,0.19409666526109626,0.13814829445603544,135.12178153642458
barrier,100,1.0,0.02,7.399774828199037,0.4543987064429679,0.2590827697676874,0.17973002872148972,0.14390951203723784,0.12216412145912099,0.5575797914398145,0.31629275626061076,0.21764637649595742,0.17276222473725353,0.1452958573304225,0.648657175543368,0.3653556134529376,0.24847026709826678,0.1946224292740882,0.16121366818668753,0.7156268333231854,0.3988373541734655,0.266158298576448,0.20356113993778457,0.16345449878361187,0.7312050201058476,0.39875456100132983,0.254003778501832,0.17915026665874118,0.11649971039743895,137.407920751993
barrier,120,1.0,0.02,1.5231371479842595,0.5933944987340796,0.33865647328882426,0.2352778291145717,0.18867409695631843,0.1604179278250395,0.6398429042899185,0.36343848148068025,0.2506119326100958,0.19937458037864567,0.16807885224073207,0.6885422975884201,0.3883471693507824,0.26470086480825966,0.2078663027223767,0.1726908077559704,0.7350903700929401,0.410229866959205,0.2744244287746153,0.21054659502068115,0.16979620201875287,0.7742345429753918,0.4249515366011347,0.2747291729087754,0.19964359808402182,0.14495301265718927,150.4165038340734
barrier,110,1.0,0.02,4.440221027199814,0.6257350170557887,0.3571869126796902,0.2482304148733016,0.1991265718446773,0.16936268150870581,0.7030562471811788,0.3996963558896453,0.27599716226565535,0.21989469703930398,0.1856709544547162,0.7567921227634368,0.42768684029933945,0.2924664877834168,0.23051400771028033,0.1923052936718217,0.8159772322147051,0.45745132047611,0.3085125591165397,0.23914181792771355,0.1954697167173415,0.8747484370450989,0.48523415113147494,0.32070620617051554,0.2417001446024447,0.18940339400462408,152.63775985217964
barrier,110,1.0,0.02,2.8940716479423556,0.468122947098449,0.26693411287948654,0.18520493611751135,0.1483166792911105,0.12592597494469943,0.5507622995658882,0.3123883356864767,0.2149185730438132,0.17056225837182648,0.14341449530262634,0.6610471696348076,0.3724978867257784,0.2535125636028663,0.19873730601881592,0.16478026796482878,0.7783554482119381,0.43550967215278097,0.29270440782472834,0.22591758673003207,0.18364537698676586,0.8985589661787071,0.49938456915109825,0.33127866204180967,0.2510164754283628,0.19843803686964198,153.74596295622308
barrier,115,1.0,0.02,2.1351527986016428,0.5570894978630019,0.3178610364820636,0.2207489871074326,0.17695563109860554,0.15039516154414606,0.6082900115693018,0.34534965198655976,0.23795762689733033,0.18915357896467055,0.15932384664176008,0.6590257869373707,0.3713326589763758,0.25268995620426554,0.19806602846975757,0.16419847514888547,0.725748679718285,0.4047636263292961,0.2704606971820923,0.207200017420913,0.16676254937682405,0.8086133303434694,0.44568925106175883,0.290758002427816,0.2146813220078737,0.16187427816064906,160.38247558690284
barrier,100,1.0,0.02,7.556786608837258,0.4865186736140463,0.27746029882985973,0.19254719912818105,0.1542287677293696,0.13097398961201545,0.5856785494851017,0.3323908655552917,0.22889641391073925,0.18183896324073093,0.1530620810895975,0.6626175930136602,0.3734031564031596,0.25415164522471345,0.19925881215873897,0.16523224365483843,0.7212131034203011,0.40210854387078016,0.2685338146449706,0.2055711489581631,0.16528290469377932,0.7714454154939605,0.42326229805637455,0.2734106447078536,0.1983806971496418,0.14343897663899302,137.2094679794569
barrier,115,1.0,0.02,3.02951191356477,0.636177158677526,0.3631712214643412,0.25241453362773425,0.2025040035348062,0.17225389649557185,0.7114085648932487,0.40448882553107723,0.2793541986061251,0.2226099095594151,0.1880000248910392,0.7575028525742129,0.4280964946075145,0.2927555854696942,0.2307497689433746,0.19250941240155672,0.7861966456954773,0.44008565347593265,0.2960052344955676,0.22868354566637067,0.18612462728767432,0.783456764114447,0.43052929428480385,0.27906810557751033,0.20376825662405876,0.1497793783768441,148.48621722299129
barrier,95,0.75,0.02,10.160874350877465,0.4050634490909115,0.23086978873873354,0.1600684035733461,0.1280923464792283,0.1086719960788919,0.5279467401399646,0.2993232959584652,0.20579496836598754,0.16320710789229126,0.13712652560131106,0.6187807851240457,0.348132696795562,0.2363100190659441,0.18469690436865085,0.15260792250662192,0.7001049610226618,0.38974209215094774,0.25954438383004413,0.19795322585115246,0.15833585006980236,0.7539345714074991,0.4126306832298586,0.26505964745069854,0.19026851627453234,0.13317420441273634,135.34599464667662
barrier,105,0.5,0.02,4.963357788112088,0.5136249744700747,0.29297459096374223,0.20337311794155216,0.1629497698642895,0.13842352670775024,0.5715030494784061,0.32426880295960964,0.22321948478136047,0.1772579961341134,0.14914190791031123,0.6412733942241122,0.36109913731188514,0.24546514630219188,0.19216982448788442,0.15908755307316244,0.6994719699960502,0.38937097839390017,0.2592741895170971,0.1977237540563744,0.15812583606385494,0.7382148843425168,0.40304386141305154,0.2574424304619242,0.18266283942369824,0.12226403988566983,145.92809932435725
barrier,105,1.0,0.02,5.8818914713471315,0.5319482944611448,0.30346458779014324,0.21069584950653072,0.16885110526115588,0.1434665977099802,0.6439269307472713,0.3657802803386513,0.25225073460184044,0.20069865447801882,0.16921340472341706,0.7349333196134634,0.4150875974750599,0.28357474553446793,0.2232622731001886,0.18602621911362088,0.8096285490101822,0.4537510055013011,0.30584987379655953,0.23691813504973133,0.1934863950666757,0.8607175128019886,0.47687637388653153,0.31443054049611313,0.23612379116188312,0.18390794522641726,142.64670455583072
barrier,105,1.0,0.02,4.622329072333619,0.39282490121827246,0.22387389972341215,0.15519617038113523,0.12417543514729959,0.10533290253366258,0.5259715875052082,0.29819248715845453,0.205005533492946,0.16257086522697053,0.13658281204965295,0.6301346941933131,0.3546780033681157,0.24093154959420204,0.1884694541612435,0.1558793231055352,0.7096029571839515,0.39530869366049404,0.2635942981899811,0.20138927688196567,0.1614749150666941,0.7543832504380602,0.41290371583870966,0.2652752948962677,0.19048072603603422,0.13345720388955953,132.31831444017584
barrier,100,0.5,0.02,6.9440078940306575,0.3164922715425184,0.1802677773578748,0.12485629356183332,0.09980848281973484,0.08458312777782166,0.4938370039815982,0.27980026851443496,0.19217181204023184,0.1522326866093147,0.12775218758424503,0.6020087181525184,0.33846371277212095,0.22948239692967248,0.1791227194259649,0.1477730404570532,0.6759491458511163,0.37556760436236764,0.24920646160724266,0.1891489725402645,0.15024159986154983,0.7161900282832827,0.38953395442759337,0.24653845190631754,0.1713129376650265,0.0998376167035404,129.10855518030527
